	sample_id	locus	sequence_length	mapped_reads	unmapped_reads
14	BZA-0866_S31.rg	bvrR_1_MLST_Bartonella	486	0	0
15	BZA-0866_S31.rg	caiA_MLST_Brucella	449	0	0
16	BZA-0866_S31.rg	caiB_MLST_Lepto	402	0	0
17	BZA-0866_S31.rg	cobQ_1_MLST_Brucella	422	56	0
18	BZA-0866_S31.rg	csdB_MLST_Brucella	487	12	0
19	BZA-0866_S31.rg	ddlA_MLST_Brucella	553	0	0
20	BZA-0866_S31.rg	dnaK_MLST_Brucella	470	14	0
21	BZA-0866_S31.rg	fbaA_1_MLST_Brucella	458	0	0
22	BZA-0866_S31.rg	flaA_MLST_Bartonella	517	0	0
23	BZA-0866_S31.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	BZA-0866_S31.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	BZA-0866_S31.rg	fumC_MLST_Brucella	452	0	0
26	BZA-0866_S31.rg	gap_MLST_Brucella	589	23	9
27	BZA-0866_S31.rg	glk_MLST_Brucella	475	0	0
28	BZA-0866_S31.rg	glmU_MLST_Lepto	444	0	0
29	BZA-0866_S31.rg	gltA_MLST_Bartonella	338	0	0
30	BZA-0866_S31.rg	groEL_MLST_Bartonella	442	532	2
31	BZA-0866_S31.rg	gyrB_MLST_Brucella	469	92	20
32	BZA-0866_S31.rg	icdA_MLST_Lepto	557	0	0
33	BZA-0866_S31.rg	int_hyp_1_MLST_Brucella	430	0	0
34	BZA-0866_S31.rg	leuA_MLST_Brucella	482	12	2
35	BZA-0866_S31.rg	lipL32_MLST_Lepto	450	0	0
36	BZA-0866_S31.rg	lipL41_MLST_Lepto	493	0	0
37	BZA-0866_S31.rg	mreA_MLST_Lepto	435	70	0
38	BZA-0866_S31.rg	mutL_MLST_Brucella	549	0	0
39	BZA-0866_S31.rg	mviM_1_MLST_Brucella	447	68	0
40	BZA-0866_S31.rg	nlpD_1_MLST_Bartonella	494	308	0
41	BZA-0866_S31.rg	omp25_MLST_Brucella	490	2	0
42	BZA-0866_S31.rg	pfkB__MLST_Lepto	432	354	0
43	BZA-0866_S31.rg	pntA_MLST_Lepto	525	0	0
44	BZA-0866_S31.rg	prpE_MLST_Brucella	468	0	0
45	BZA-0866_S31.rg	putA_MLST_Brucella	527	0	0
46	BZA-0866_S31.rg	ribC_MLST_Bartonella	349	2	0
47	BZA-0866_S31.rg	rnpB_MLST_Bartonella	297	113	47
48	BZA-0866_S31.rg	rpoB_MLST_Bartonella	363	298	0
49	BZA-0866_S31.rg	soxA_1_MLST_Brucella	486	0	0
50	BZA-0866_S31.rg	sucA_MLST_Lepto	447	0	0
51	BZA-0866_S31.rg	trpE_MLST_Brucella	486	8	0
52	BZA-0866_S31.rg	*	0	0	8769392
0	BZA-1125_S66.rg	Cox2_MST_Coxiella	356	4400	275
1	BZA-1125_S66.rg	Cox5_MST_Coxiella	353	13221	409
2	BZA-1125_S66.rg	Cox18_MST_Coxiella	516	51590	5319
3	BZA-1125_S66.rg	Cox20_MST_Coxiella	585	17264	352
4	BZA-1125_S66.rg	Cox22_MST_Coxiella	340	20456	1179
5	BZA-1125_S66.rg	Cox37_MST_Coxiella	422	17066	826
6	BZA-1125_S66.rg	Cox51_MST_Coxiella	634	28028	509
7	BZA-1125_S66.rg	Cox56_MST_Coxiella	452	24270	835
8	BZA-1125_S66.rg	Cox57_MST_Coxiella	565	10424	222
9	BZA-1125_S66.rg	Cox61_MST_Coxiella	569	17016	542
10	BZA-1125_S66.rg	acnA_MLST_Brucella	490	19	1
11	BZA-1125_S66.rg	adk_MLST_Lepto	430	0	0
12	BZA-1125_S66.rg	aroA_MLST_Brucella	565	0	0
13	BZA-1125_S66.rg	batR_1_MLST_Bartonella	487	0	0
14	BZA-1125_S66.rg	bvrR_1_MLST_Bartonella	486	0	0
15	BZA-1125_S66.rg	caiA_MLST_Brucella	449	0	0
16	BZA-1125_S66.rg	caiB_MLST_Lepto	402	0	0
17	BZA-1125_S66.rg	cobQ_1_MLST_Brucella	422	144	0
18	BZA-1125_S66.rg	csdB_MLST_Brucella	487	0	0
19	BZA-1125_S66.rg	ddlA_MLST_Brucella	553	0	0
20	BZA-1125_S66.rg	dnaK_MLST_Brucella	470	4	0
21	BZA-1125_S66.rg	fbaA_1_MLST_Brucella	458	0	0
22	BZA-1125_S66.rg	flaA_MLST_Bartonella	517	0	0
23	BZA-1125_S66.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	BZA-1125_S66.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	BZA-1125_S66.rg	fumC_MLST_Brucella	452	0	0
26	BZA-1125_S66.rg	gap_MLST_Brucella	589	0	0
27	BZA-1125_S66.rg	glk_MLST_Brucella	475	0	0
28	BZA-1125_S66.rg	glmU_MLST_Lepto	444	0	0
29	BZA-1125_S66.rg	gltA_MLST_Bartonella	338	10	0
30	BZA-1125_S66.rg	groEL_MLST_Bartonella	442	408	0
31	BZA-1125_S66.rg	gyrB_MLST_Brucella	469	124	6
32	BZA-1125_S66.rg	icdA_MLST_Lepto	557	6	0
33	BZA-1125_S66.rg	int_hyp_1_MLST_Brucella	430	0	0
34	BZA-1125_S66.rg	leuA_MLST_Brucella	482	9	3
35	BZA-1125_S66.rg	lipL32_MLST_Lepto	450	2	0
36	BZA-1125_S66.rg	lipL41_MLST_Lepto	493	0	0
37	BZA-1125_S66.rg	mreA_MLST_Lepto	435	0	0
38	BZA-1125_S66.rg	mutL_MLST_Brucella	549	0	0
39	BZA-1125_S66.rg	mviM_1_MLST_Brucella	447	106	0
40	BZA-1125_S66.rg	nlpD_1_MLST_Bartonella	494	196	0
41	BZA-1125_S66.rg	omp25_MLST_Brucella	490	16	0
42	BZA-1125_S66.rg	pfkB__MLST_Lepto	432	178	0
43	BZA-1125_S66.rg	pntA_MLST_Lepto	525	0	0
44	BZA-1125_S66.rg	prpE_MLST_Brucella	468	0	0
45	BZA-1125_S66.rg	putA_MLST_Brucella	527	0	0
46	BZA-1125_S66.rg	ribC_MLST_Bartonella	349	8	0
47	BZA-1125_S66.rg	rnpB_MLST_Bartonella	297	10	0
48	BZA-1125_S66.rg	rpoB_MLST_Bartonella	363	284	0
49	BZA-1125_S66.rg	soxA_1_MLST_Brucella	486	0	0
50	BZA-1125_S66.rg	sucA_MLST_Lepto	447	0	0
51	BZA-1125_S66.rg	trpE_MLST_Brucella	486	0	0
52	BZA-1125_S66.rg	*	0	0	7009446
0	BZA-1126_S33.rg	Cox2_MST_Coxiella	356	0	0
1	BZA-1126_S33.rg	Cox5_MST_Coxiella	353	2	0
2	BZA-1126_S33.rg	Cox18_MST_Coxiella	516	777	13
3	BZA-1126_S33.rg	Cox20_MST_Coxiella	585	146	2
4	BZA-1126_S33.rg	Cox22_MST_Coxiella	340	0	0
5	BZA-1126_S33.rg	Cox37_MST_Coxiella	422	0	0
6	BZA-1126_S33.rg	Cox51_MST_Coxiella	634	0	0
7	BZA-1126_S33.rg	Cox56_MST_Coxiella	452	145	3
8	BZA-1126_S33.rg	Cox57_MST_Coxiella	565	70	6
9	BZA-1126_S33.rg	Cox61_MST_Coxiella	569	0	0
10	BZA-1126_S33.rg	acnA_MLST_Brucella	490	37	3
11	BZA-1126_S33.rg	adk_MLST_Lepto	430	0	0
12	BZA-1126_S33.rg	aroA_MLST_Brucella	565	0	0
13	BZA-1126_S33.rg	batR_1_MLST_Bartonella	487	0	0
14	BZA-1126_S33.rg	bvrR_1_MLST_Bartonella	486	0	0
15	BZA-1126_S33.rg	caiA_MLST_Brucella	449	0	0
16	BZA-1126_S33.rg	caiB_MLST_Lepto	402	0	0
17	BZA-1126_S33.rg	cobQ_1_MLST_Brucella	422	100	0
18	BZA-1126_S33.rg	csdB_MLST_Brucella	487	0	0
19	BZA-1126_S33.rg	ddlA_MLST_Brucella	553	0	0
20	BZA-1126_S33.rg	dnaK_MLST_Brucella	470	5	5
21	BZA-1126_S33.rg	fbaA_1_MLST_Brucella	458	16	0
22	BZA-1126_S33.rg	flaA_MLST_Bartonella	517	0	0
23	BZA-1126_S33.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	BZA-1126_S33.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	BZA-1126_S33.rg	fumC_MLST_Brucella	452	0	0
26	BZA-1126_S33.rg	gap_MLST_Brucella	589	8	0
27	BZA-1126_S33.rg	glk_MLST_Brucella	475	24	0
28	BZA-1126_S33.rg	glmU_MLST_Lepto	444	0	0
29	BZA-1126_S33.rg	gltA_MLST_Bartonella	338	46	0
30	BZA-1126_S33.rg	groEL_MLST_Bartonella	442	238	0
31	BZA-1126_S33.rg	gyrB_MLST_Brucella	469	1229	321
32	BZA-1126_S33.rg	icdA_MLST_Lepto	557	4	0
33	BZA-1126_S33.rg	int_hyp_1_MLST_Brucella	430	0	0
34	BZA-1126_S33.rg	leuA_MLST_Brucella	482	0	0
35	BZA-1126_S33.rg	lipL32_MLST_Lepto	450	0	0
36	BZA-1126_S33.rg	lipL41_MLST_Lepto	493	58	0
37	BZA-1126_S33.rg	mreA_MLST_Lepto	435	6	0
38	BZA-1126_S33.rg	mutL_MLST_Brucella	549	16	0
39	BZA-1126_S33.rg	mviM_1_MLST_Brucella	447	36	0
40	BZA-1126_S33.rg	nlpD_1_MLST_Bartonella	494	98	0
41	BZA-1126_S33.rg	omp25_MLST_Brucella	490	2	0
42	BZA-1126_S33.rg	pfkB__MLST_Lepto	432	74	0
43	BZA-1126_S33.rg	pntA_MLST_Lepto	525	2	2
44	BZA-1126_S33.rg	prpE_MLST_Brucella	468	4	0
45	BZA-1126_S33.rg	putA_MLST_Brucella	527	0	0
46	BZA-1126_S33.rg	ribC_MLST_Bartonella	349	0	0
47	BZA-1126_S33.rg	rnpB_MLST_Bartonella	297	226	0
48	BZA-1126_S33.rg	rpoB_MLST_Bartonella	363	36	0
49	BZA-1126_S33.rg	soxA_1_MLST_Brucella	486	0	0
50	BZA-1126_S33.rg	sucA_MLST_Lepto	447	0	0
51	BZA-1126_S33.rg	trpE_MLST_Brucella	486	4	0
52	BZA-1126_S33.rg	*	0	0	6784136
0	BZA-1172_S28.rg	Cox2_MST_Coxiella	356	0	0
1	BZA-1172_S28.rg	Cox5_MST_Coxiella	353	42	0
2	BZA-1172_S28.rg	Cox18_MST_Coxiella	516	988	18
3	BZA-1172_S28.rg	Cox20_MST_Coxiella	585	30	0
4	BZA-1172_S28.rg	Cox22_MST_Coxiella	340	146	0
5	BZA-1172_S28.rg	Cox37_MST_Coxiella	422	104	6
6	BZA-1172_S28.rg	Cox51_MST_Coxiella	634	85	7
7	BZA-1172_S28.rg	Cox56_MST_Coxiella	452	78	0
8	BZA-1172_S28.rg	Cox57_MST_Coxiella	565	2	0
9	BZA-1172_S28.rg	Cox61_MST_Coxiella	569	38	0
10	BZA-1172_S28.rg	acnA_MLST_Brucella	490	6	0
11	BZA-1172_S28.rg	adk_MLST_Lepto	430	0	0
12	BZA-1172_S28.rg	aroA_MLST_Brucella	565	2	0
13	BZA-1172_S28.rg	batR_1_MLST_Bartonella	487	0	0
14	BZA-1172_S28.rg	bvrR_1_MLST_Bartonella	486	0	0
15	BZA-1172_S28.rg	caiA_MLST_Brucella	449	2	0
16	BZA-1172_S28.rg	caiB_MLST_Lepto	402	0	0
17	BZA-1172_S28.rg	cobQ_1_MLST_Brucella	422	104	0
18	BZA-1172_S28.rg	csdB_MLST_Brucella	487	0	0
19	BZA-1172_S28.rg	ddlA_MLST_Brucella	553	0	0
20	BZA-1172_S28.rg	dnaK_MLST_Brucella	470	0	0
21	BZA-1172_S28.rg	fbaA_1_MLST_Brucella	458	0	0
22	BZA-1172_S28.rg	flaA_MLST_Bartonella	517	0	0
23	BZA-1172_S28.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	BZA-1172_S28.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	BZA-1172_S28.rg	fumC_MLST_Brucella	452	0	0
26	BZA-1172_S28.rg	gap_MLST_Brucella	589	0	0
27	BZA-1172_S28.rg	glk_MLST_Brucella	475	0	0
28	BZA-1172_S28.rg	glmU_MLST_Lepto	444	0	0
29	BZA-1172_S28.rg	gltA_MLST_Bartonella	338	124	0
30	BZA-1172_S28.rg	groEL_MLST_Bartonella	442	340	0
31	BZA-1172_S28.rg	gyrB_MLST_Brucella	469	0	0
32	BZA-1172_S28.rg	icdA_MLST_Lepto	557	10	0
33	BZA-1172_S28.rg	int_hyp_1_MLST_Brucella	430	0	0
34	BZA-1172_S28.rg	leuA_MLST_Brucella	482	0	0
35	BZA-1172_S28.rg	lipL32_MLST_Lepto	450	0	0
36	BZA-1172_S28.rg	lipL41_MLST_Lepto	493	0	0
37	BZA-1172_S28.rg	mreA_MLST_Lepto	435	0	0
38	BZA-1172_S28.rg	mutL_MLST_Brucella	549	0	0
39	BZA-1172_S28.rg	mviM_1_MLST_Brucella	447	68	0
40	BZA-1172_S28.rg	nlpD_1_MLST_Bartonella	494	374	0
41	BZA-1172_S28.rg	omp25_MLST_Brucella	490	18	0
42	BZA-1172_S28.rg	pfkB__MLST_Lepto	432	384	0
43	BZA-1172_S28.rg	pntA_MLST_Lepto	525	0	0
44	BZA-1172_S28.rg	prpE_MLST_Brucella	468	0	0
45	BZA-1172_S28.rg	putA_MLST_Brucella	527	2	0
46	BZA-1172_S28.rg	ribC_MLST_Bartonella	349	0	0
47	BZA-1172_S28.rg	rnpB_MLST_Bartonella	297	0	0
48	BZA-1172_S28.rg	rpoB_MLST_Bartonella	363	0	0
49	BZA-1172_S28.rg	soxA_1_MLST_Brucella	486	0	0
50	BZA-1172_S28.rg	sucA_MLST_Lepto	447	0	0
51	BZA-1172_S28.rg	trpE_MLST_Brucella	486	0	0
52	BZA-1172_S28.rg	*	0	0	7907388
0	BZA-1186_S29.rg	Cox2_MST_Coxiella	356	30	6
1	BZA-1186_S29.rg	Cox5_MST_Coxiella	353	84	0
2	BZA-1186_S29.rg	Cox18_MST_Coxiella	516	421	9
3	BZA-1186_S29.rg	Cox20_MST_Coxiella	585	20	0
4	BZA-1186_S29.rg	Cox22_MST_Coxiella	340	78	0
5	BZA-1186_S29.rg	Cox37_MST_Coxiella	422	14	0
6	BZA-1186_S29.rg	Cox51_MST_Coxiella	634	92	0
7	BZA-1186_S29.rg	Cox56_MST_Coxiella	452	38	0
8	BZA-1186_S29.rg	Cox57_MST_Coxiella	565	98	4
9	BZA-1186_S29.rg	Cox61_MST_Coxiella	569	0	0
10	BZA-1186_S29.rg	acnA_MLST_Brucella	490	25	9
11	BZA-1186_S29.rg	adk_MLST_Lepto	430	0	0
12	BZA-1186_S29.rg	aroA_MLST_Brucella	565	10	0
13	BZA-1186_S29.rg	batR_1_MLST_Bartonella	487	0	0
14	BZA-1186_S29.rg	bvrR_1_MLST_Bartonella	486	0	0
15	BZA-1186_S29.rg	caiA_MLST_Brucella	449	2	0
16	BZA-1186_S29.rg	caiB_MLST_Lepto	402	2	0
17	BZA-1186_S29.rg	cobQ_1_MLST_Brucella	422	158	0
18	BZA-1186_S29.rg	csdB_MLST_Brucella	487	0	0
19	BZA-1186_S29.rg	ddlA_MLST_Brucella	553	2	0
20	BZA-1186_S29.rg	dnaK_MLST_Brucella	470	83	7
21	BZA-1186_S29.rg	fbaA_1_MLST_Brucella	458	2	0
22	BZA-1186_S29.rg	flaA_MLST_Bartonella	517	0	0
23	BZA-1186_S29.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	BZA-1186_S29.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	BZA-1186_S29.rg	fumC_MLST_Brucella	452	0	0
26	BZA-1186_S29.rg	gap_MLST_Brucella	589	31	5
27	BZA-1186_S29.rg	glk_MLST_Brucella	475	0	0
28	BZA-1186_S29.rg	glmU_MLST_Lepto	444	0	0
29	BZA-1186_S29.rg	gltA_MLST_Bartonella	338	0	0
30	BZA-1186_S29.rg	groEL_MLST_Bartonella	442	698	6
31	BZA-1186_S29.rg	gyrB_MLST_Brucella	469	305	95
32	BZA-1186_S29.rg	icdA_MLST_Lepto	557	0	0
33	BZA-1186_S29.rg	int_hyp_1_MLST_Brucella	430	4	0
34	BZA-1186_S29.rg	leuA_MLST_Brucella	482	45	5
35	BZA-1186_S29.rg	lipL32_MLST_Lepto	450	4	0
36	BZA-1186_S29.rg	lipL41_MLST_Lepto	493	0	0
37	BZA-1186_S29.rg	mreA_MLST_Lepto	435	0	0
38	BZA-1186_S29.rg	mutL_MLST_Brucella	549	0	0
39	BZA-1186_S29.rg	mviM_1_MLST_Brucella	447	130	0
40	BZA-1186_S29.rg	nlpD_1_MLST_Bartonella	494	264	0
41	BZA-1186_S29.rg	omp25_MLST_Brucella	490	24	0
42	BZA-1186_S29.rg	pfkB__MLST_Lepto	432	378	0
43	BZA-1186_S29.rg	pntA_MLST_Lepto	525	0	0
44	BZA-1186_S29.rg	prpE_MLST_Brucella	468	0	0
45	BZA-1186_S29.rg	putA_MLST_Brucella	527	0	0
46	BZA-1186_S29.rg	ribC_MLST_Bartonella	349	0	0
47	BZA-1186_S29.rg	rnpB_MLST_Bartonella	297	27	7
48	BZA-1186_S29.rg	rpoB_MLST_Bartonella	363	148	12
49	BZA-1186_S29.rg	soxA_1_MLST_Brucella	486	0	0
50	BZA-1186_S29.rg	sucA_MLST_Lepto	447	0	0
51	BZA-1186_S29.rg	trpE_MLST_Brucella	486	0	0
52	BZA-1186_S29.rg	*	0	0	8606272
0	C0059_S57.rg	Cox2_MST_Coxiella	356	0	0
1	C0059_S57.rg	Cox5_MST_Coxiella	353	16	0
2	C0059_S57.rg	Cox18_MST_Coxiella	516	420	0
3	C0059_S57.rg	Cox20_MST_Coxiella	585	0	0
4	C0059_S57.rg	Cox22_MST_Coxiella	340	0	0
5	C0059_S57.rg	Cox37_MST_Coxiella	422	0	0
6	C0059_S57.rg	Cox51_MST_Coxiella	634	0	0
7	C0059_S57.rg	Cox56_MST_Coxiella	452	0	0
8	C0059_S57.rg	Cox57_MST_Coxiella	565	2	2
9	C0059_S57.rg	Cox61_MST_Coxiella	569	0	0
10	C0059_S57.rg	acnA_MLST_Brucella	490	0	0
11	C0059_S57.rg	adk_MLST_Lepto	430	12259	1192
12	C0059_S57.rg	aroA_MLST_Brucella	565	20	0
13	C0059_S57.rg	batR_1_MLST_Bartonella	487	0	0
14	C0059_S57.rg	bvrR_1_MLST_Bartonella	486	0	0
15	C0059_S57.rg	caiA_MLST_Brucella	449	6	0
16	C0059_S57.rg	caiB_MLST_Lepto	402	15051	1713
17	C0059_S57.rg	cobQ_1_MLST_Brucella	422	0	0
18	C0059_S57.rg	csdB_MLST_Brucella	487	0	0
19	C0059_S57.rg	ddlA_MLST_Brucella	553	0	0
20	C0059_S57.rg	dnaK_MLST_Brucella	470	0	0
21	C0059_S57.rg	fbaA_1_MLST_Brucella	458	0	0
22	C0059_S57.rg	flaA_MLST_Bartonella	517	14	0
23	C0059_S57.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	C0059_S57.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	C0059_S57.rg	fumC_MLST_Brucella	452	0	0
26	C0059_S57.rg	gap_MLST_Brucella	589	0	0
27	C0059_S57.rg	glk_MLST_Brucella	475	0	0
28	C0059_S57.rg	glmU_MLST_Lepto	444	19906	1288
29	C0059_S57.rg	gltA_MLST_Bartonella	338	0	0
30	C0059_S57.rg	groEL_MLST_Bartonella	442	232	0
31	C0059_S57.rg	gyrB_MLST_Brucella	469	0	0
32	C0059_S57.rg	icdA_MLST_Lepto	557	29436	1647
33	C0059_S57.rg	int_hyp_1_MLST_Brucella	430	0	0
34	C0059_S57.rg	leuA_MLST_Brucella	482	10	0
35	C0059_S57.rg	lipL32_MLST_Lepto	450	8473	391
36	C0059_S57.rg	lipL41_MLST_Lepto	493	15889	645
37	C0059_S57.rg	mreA_MLST_Lepto	435	24463	1711
38	C0059_S57.rg	mutL_MLST_Brucella	549	0	0
39	C0059_S57.rg	mviM_1_MLST_Brucella	447	86	0
40	C0059_S57.rg	nlpD_1_MLST_Bartonella	494	458	0
41	C0059_S57.rg	omp25_MLST_Brucella	490	0	0
42	C0059_S57.rg	pfkB__MLST_Lepto	432	18408	899
43	C0059_S57.rg	pntA_MLST_Lepto	525	23827	569
44	C0059_S57.rg	prpE_MLST_Brucella	468	2	0
45	C0059_S57.rg	putA_MLST_Brucella	527	0	0
46	C0059_S57.rg	ribC_MLST_Bartonella	349	2	0
47	C0059_S57.rg	rnpB_MLST_Bartonella	297	0	0
48	C0059_S57.rg	rpoB_MLST_Bartonella	363	0	0
49	C0059_S57.rg	soxA_1_MLST_Brucella	486	0	0
50	C0059_S57.rg	sucA_MLST_Lepto	447	0	0
51	C0059_S57.rg	trpE_MLST_Brucella	486	0	0
52	C0059_S57.rg	*	0	0	11378316
0	C0101_S58.rg	Cox2_MST_Coxiella	356	0	0
1	C0101_S58.rg	Cox5_MST_Coxiella	353	0	0
2	C0101_S58.rg	Cox18_MST_Coxiella	516	0	0
3	C0101_S58.rg	Cox20_MST_Coxiella	585	0	0
4	C0101_S58.rg	Cox22_MST_Coxiella	340	0	0
5	C0101_S58.rg	Cox37_MST_Coxiella	422	0	0
6	C0101_S58.rg	Cox51_MST_Coxiella	634	0	0
7	C0101_S58.rg	Cox56_MST_Coxiella	452	0	0
8	C0101_S58.rg	Cox57_MST_Coxiella	565	0	0
9	C0101_S58.rg	Cox61_MST_Coxiella	569	0	0
10	C0101_S58.rg	acnA_MLST_Brucella	490	0	0
11	C0101_S58.rg	adk_MLST_Lepto	430	0	0
12	C0101_S58.rg	aroA_MLST_Brucella	565	0	0
13	C0101_S58.rg	batR_1_MLST_Bartonella	487	0	0
14	C0101_S58.rg	bvrR_1_MLST_Bartonella	486	0	0
15	C0101_S58.rg	caiA_MLST_Brucella	449	0	0
16	C0101_S58.rg	caiB_MLST_Lepto	402	1	1
17	C0101_S58.rg	cobQ_1_MLST_Brucella	422	0	0
18	C0101_S58.rg	csdB_MLST_Brucella	487	0	0
19	C0101_S58.rg	ddlA_MLST_Brucella	553	0	0
20	C0101_S58.rg	dnaK_MLST_Brucella	470	0	0
21	C0101_S58.rg	fbaA_1_MLST_Brucella	458	0	0
22	C0101_S58.rg	flaA_MLST_Bartonella	517	0	0
23	C0101_S58.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	C0101_S58.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	C0101_S58.rg	fumC_MLST_Brucella	452	0	0
26	C0101_S58.rg	gap_MLST_Brucella	589	0	0
27	C0101_S58.rg	glk_MLST_Brucella	475	0	0
28	C0101_S58.rg	glmU_MLST_Lepto	444	1	1
29	C0101_S58.rg	gltA_MLST_Bartonella	338	16	16
30	C0101_S58.rg	groEL_MLST_Bartonella	442	0	0
31	C0101_S58.rg	gyrB_MLST_Brucella	469	0	0
32	C0101_S58.rg	icdA_MLST_Lepto	557	9	9
33	C0101_S58.rg	int_hyp_1_MLST_Brucella	430	0	0
34	C0101_S58.rg	leuA_MLST_Brucella	482	0	0
35	C0101_S58.rg	lipL32_MLST_Lepto	450	0	0
36	C0101_S58.rg	lipL41_MLST_Lepto	493	140	26
37	C0101_S58.rg	mreA_MLST_Lepto	435	0	0
38	C0101_S58.rg	mutL_MLST_Brucella	549	0	0
39	C0101_S58.rg	mviM_1_MLST_Brucella	447	0	0
40	C0101_S58.rg	nlpD_1_MLST_Bartonella	494	0	0
41	C0101_S58.rg	omp25_MLST_Brucella	490	0	0
42	C0101_S58.rg	pfkB__MLST_Lepto	432	0	0
43	C0101_S58.rg	pntA_MLST_Lepto	525	25	25
44	C0101_S58.rg	prpE_MLST_Brucella	468	0	0
45	C0101_S58.rg	putA_MLST_Brucella	527	0	0
46	C0101_S58.rg	ribC_MLST_Bartonella	349	0	0
47	C0101_S58.rg	rnpB_MLST_Bartonella	297	0	0
48	C0101_S58.rg	rpoB_MLST_Bartonella	363	0	0
49	C0101_S58.rg	soxA_1_MLST_Brucella	486	0	0
50	C0101_S58.rg	sucA_MLST_Lepto	447	0	0
51	C0101_S58.rg	trpE_MLST_Brucella	486	0	0
52	C0101_S58.rg	*	0	0	12020822
0	C0118_S59.rg	Cox2_MST_Coxiella	356	0	0
1	C0118_S59.rg	Cox5_MST_Coxiella	353	252	0
2	C0118_S59.rg	Cox18_MST_Coxiella	516	562	0
3	C0118_S59.rg	Cox20_MST_Coxiella	585	0	0
4	C0118_S59.rg	Cox22_MST_Coxiella	340	2	0
5	C0118_S59.rg	Cox37_MST_Coxiella	422	0	0
6	C0118_S59.rg	Cox51_MST_Coxiella	634	2	0
7	C0118_S59.rg	Cox56_MST_Coxiella	452	0	0
8	C0118_S59.rg	Cox57_MST_Coxiella	565	0	0
9	C0118_S59.rg	Cox61_MST_Coxiella	569	0	0
10	C0118_S59.rg	acnA_MLST_Brucella	490	0	0
11	C0118_S59.rg	adk_MLST_Lepto	430	331	209
12	C0118_S59.rg	aroA_MLST_Brucella	565	4	0
13	C0118_S59.rg	batR_1_MLST_Bartonella	487	0	0
14	C0118_S59.rg	bvrR_1_MLST_Bartonella	486	0	0
15	C0118_S59.rg	caiA_MLST_Brucella	449	4	0
16	C0118_S59.rg	caiB_MLST_Lepto	402	0	0
17	C0118_S59.rg	cobQ_1_MLST_Brucella	422	0	0
18	C0118_S59.rg	csdB_MLST_Brucella	487	0	0
19	C0118_S59.rg	ddlA_MLST_Brucella	553	0	0
20	C0118_S59.rg	dnaK_MLST_Brucella	470	2	0
21	C0118_S59.rg	fbaA_1_MLST_Brucella	458	0	0
22	C0118_S59.rg	flaA_MLST_Bartonella	517	10	0
23	C0118_S59.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	C0118_S59.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	C0118_S59.rg	fumC_MLST_Brucella	452	0	0
26	C0118_S59.rg	gap_MLST_Brucella	589	0	0
27	C0118_S59.rg	glk_MLST_Brucella	475	0	0
28	C0118_S59.rg	glmU_MLST_Lepto	444	180	130
29	C0118_S59.rg	gltA_MLST_Bartonella	338	0	0
30	C0118_S59.rg	groEL_MLST_Bartonella	442	216	0
31	C0118_S59.rg	gyrB_MLST_Brucella	469	12	12
32	C0118_S59.rg	icdA_MLST_Lepto	557	891	99
33	C0118_S59.rg	int_hyp_1_MLST_Brucella	430	0	0
34	C0118_S59.rg	leuA_MLST_Brucella	482	12	0
35	C0118_S59.rg	lipL32_MLST_Lepto	450	981	33
36	C0118_S59.rg	lipL41_MLST_Lepto	493	1826	88
37	C0118_S59.rg	mreA_MLST_Lepto	435	116	0
38	C0118_S59.rg	mutL_MLST_Brucella	549	0	0
39	C0118_S59.rg	mviM_1_MLST_Brucella	447	114	0
40	C0118_S59.rg	nlpD_1_MLST_Bartonella	494	340	0
41	C0118_S59.rg	omp25_MLST_Brucella	490	2	0
42	C0118_S59.rg	pfkB__MLST_Lepto	432	86	0
43	C0118_S59.rg	pntA_MLST_Lepto	525	428	80
44	C0118_S59.rg	prpE_MLST_Brucella	468	6	0
45	C0118_S59.rg	putA_MLST_Brucella	527	0	0
46	C0118_S59.rg	ribC_MLST_Bartonella	349	0	0
47	C0118_S59.rg	rnpB_MLST_Bartonella	297	0	0
48	C0118_S59.rg	rpoB_MLST_Bartonella	363	0	0
49	C0118_S59.rg	soxA_1_MLST_Brucella	486	0	0
50	C0118_S59.rg	sucA_MLST_Lepto	447	0	0
51	C0118_S59.rg	trpE_MLST_Brucella	486	2	0
52	C0118_S59.rg	*	0	0	11626972
0	C0221_S60.rg	Cox2_MST_Coxiella	356	0	0
1	C0221_S60.rg	Cox5_MST_Coxiella	353	174	0
2	C0221_S60.rg	Cox18_MST_Coxiella	516	728	0
